Time stamp,Energy
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.4016E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40161E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40162E+12,2122005.25
1.40163E+12,2122005.25
1.40163E+12,2122005.25
1.40163E+12,2122005.25
1.40163E+12,2122005.25
1.40163E+12,2122005.25
1.40163E+12,2122005.25
1.40163E+12,2122005.25
